0,0
5,0
5.02545,0.80687
5.24604,0.80557
5.36482,0.80428
5.61934,0.80428
5.806,0.80428
6.1793,0.80428
6.38292,0.80428
6.73925,0.80428
6.95984,0.80428
7.31618,0.80557
7.53676,0.80557
7.87613,0.80687
8.09672,0.80687
8.43609,0.80687
8.65667,0.80687
9.01301,0.80428
9.2336,0.80298
9.58993,0.80039
9.77658,0.7965
10.09898,0.78483
10.2517,0.77447
10.38744,0.7641
10.50622,0.75632
10.72681,0.75243
11.06618,0.74595
11.28676,0.74076
11.59219,0.7278
11.71097,0.71743
11.93156,0.6954
12.03337,0.68244
12.15215,0.65522
12.20305,0.64226
12.32183,0.61504
12.38971,0.59819
12.49152,0.57356
12.55939,0.55671
12.6612,0.53338
12.74604,0.51523
12.84785,0.4919
12.93269,0.47375
13.05147,0.45172
13.17025,0.43616
13.33993,0.41413
13.45871,0.39728
13.62839,0.37524
13.74717,0.36228
13.95079,0.34025
14.08654,0.32599
14.29016,0.30525
14.44287,0.29229
14.68043,0.27285
14.83314,0.26118
15.08767,0.24174
15.24038,0.23137
15.35916,0.22359
15.56278,0.21452
15.7155,0.20544
15.98699,0.18989
16.17364,0.18211
16.47907,0.17045
16.69966,0.16267
16.97115,0.1536
17.20871,0.14712
17.54808,0.13804
17.7517,0.13415
18.0741,0.13027
18.31165,0.12508
18.65102,0.1199
18.87161,0.1173
19.21097,0.11471
19.48247,0.10823
19.7879,0.10564
19.97455,0.10434
20,0
30,0
