0,0
5,0
5.00848,0.77317
5.50057,0.7952
6.00962,0.81205
6.5017,0.81983
6.99378,0.82372
7.50283,0.82502
7.99491,0.82502
8.50396,0.82113
9.01301,0.81465
9.50509,0.80039
9.99717,0.77187
10.50622,0.72521
10.9983,0.66688
11.50735,0.59559
11.99943,0.51264
12.50848,0.43227
13.00057,0.37524
13.49265,0.33117
14.0017,0.29229
14.49378,0.26248
15.00283,0.23655
15.51188,0.21322
16.00396,0.19378
16.49604,0.17693
16.98812,0.16008
17.49717,0.14841
17.98925,0.13545
18.4983,0.12508
19.00735,0.11601
19.49943,0.10629
19.99152,0.10045
