SiteID,814893,Site Timezone,-7,Data Timezone,-7,Longitude,-106.417053223,Latitude,41.8168563843
Year,Month,Day,Hour,Minute,wind direction at 100m (deg),wind speed at 100m (m/s)
2011,1,1,0,0,250.98000000000002,19.78
2011,1,1,0,5,250.9,19.96
2011,1,1,0,10,250.93,20.09
2011,1,1,0,15,250.85,20.18
2011,1,1,0,20,250.70000000000002,20.240000000000002
2011,1,1,0,25,250.51000000000002,20.3
2011,1,1,0,30,250.34,20.38
2011,1,1,0,35,250.33,20.330000000000002
2011,1,1,0,40,250.22,20.46
2011,1,1,0,45,249.96,20.52
2011,1,1,0,50,249.69,20.55
2011,1,1,0,55,249.26000000000002,20.7
2011,1,1,1,0,248.87,20.76
2011,1,1,1,5,248.73000000000002,20.51
2011,1,1,1,10,248.85,20.89
2011,1,1,1,15,249.03,20.92
2011,1,1,1,20,249.97,21.13
2011,1,1,1,25,250.29,21.13
2011,1,1,1,30,250.24,21.07
2011,1,1,1,35,250.17000000000002,21.03
2011,1,1,1,40,250.36,20.98
2011,1,1,1,45,250.53,20.98
2011,1,1,1,50,250.8,21.12
2011,1,1,1,55,250.59,21.240000000000002
2011,1,1,2,0,250.87,21.42
2011,1,1,2,5,250.9,21.57
2011,1,1,2,10,251,21.67
2011,1,1,2,15,251.1,21.73
2011,1,1,2,20,251.21,21.84
2011,1,1,2,25,251.29,21.94
2011,1,1,2,30,251.45000000000002,22.02
2011,1,1,2,35,251.91,22.05
2011,1,1,2,40,252.38,22.09
2011,1,1,2,45,252.41,22.18
2011,1,1,2,50,252.42000000000002,22.21
2011,1,1,2,55,252.5,22.17
2011,1,1,3,0,252.59,22.1
2011,1,1,3,5,251.79,21.900000000000002
2011,1,1,3,10,251.02,21.71
2011,1,1,3,15,250.9,21.490000000000002
2011,1,1,3,20,250.83,21.46
2011,1,1,3,25,250.91,21.25
2011,1,1,3,30,251.17000000000002,21.16
2011,1,1,3,35,251.31,21.23
2011,1,1,3,40,251.13,21.12
2011,1,1,3,45,250.97,20.89
2011,1,1,3,50,250.72,20.71
2011,1,1,3,55,250.17000000000002,20.59
2011,1,1,4,0,249.6,20.45
2011,1,1,4,5,249.12,20.3
2011,1,1,4,10,248.97,20.17
2011,1,1,4,15,248.81,20.05
2011,1,1,4,20,248.64000000000001,20.05
2011,1,1,4,25,248.46,20.150000000000002
2011,1,1,4,30,248.39000000000001,20.23
2011,1,1,4,35,248.38,20.25
2011,1,1,4,40,248.52,20.37
2011,1,1,4,45,248.55,20.44
2011,1,1,4,50,248.54,20.45
2011,1,1,4,55,248.52,20.53
2011,1,1,5,0,248.49,20.57
2011,1,1,5,5,248.34,20.580000000000002
2011,1,1,5,10,248.34,20.62
2011,1,1,5,15,248.35,20.69
2011,1,1,5,20,248.31,20.72
2011,1,1,5,25,248.35,20.54
2011,1,1,5,30,248.37,20.400000000000002
2011,1,1,5,35,248.17000000000002,20.240000000000002
2011,1,1,5,40,248.23000000000002,20.23
2011,1,1,5,45,248.25,20.16
2011,1,1,5,50,248.43,20.240000000000002
2011,1,1,5,55,248.72,20.25
2011,1,1,6,0,248.66,20.26
2011,1,1,6,5,248.4,20.35
2011,1,1,6,10,248.28,20.38
2011,1,1,6,15,248.07,20.38
2011,1,1,6,20,247.84,20.44
2011,1,1,6,25,247.75,20.47
2011,1,1,6,30,247.82,20.51
2011,1,1,6,35,247.95000000000002,20.54
2011,1,1,6,40,248.06,20.59
2011,1,1,6,45,248.28,20.59
2011,1,1,6,50,248.62,20.63
2011,1,1,6,55,249.11,20.66
2011,1,1,7,0,249.6,20.72
2011,1,1,7,5,249.82,20.650000000000002
2011,1,1,7,10,249.94,20.68
2011,1,1,7,15,250.02,20.740000000000002
2011,1,1,7,20,249.99,20.79
2011,1,1,7,25,249.61,20.8
2011,1,1,7,30,249.43,20.94
2011,1,1,7,35,249.33,21.09
2011,1,1,7,40,249.31,21.07
2011,1,1,7,45,249.38,20.94
2011,1,1,7,50,249.53,20.75
2011,1,1,7,55,249.92000000000002,20.67
2011,1,1,8,0,250.16,20.650000000000002
2011,1,1,8,5,250.16,20.7
2011,1,1,8,10,250.42000000000002,20.79
2011,1,1,8,15,250.77,20.81
2011,1,1,8,20,251.18,20.85
2011,1,1,8,25,251.35,20.92
2011,1,1,8,30,251.53,20.91
2011,1,1,8,35,251.71,20.95
2011,1,1,8,40,251.94,21.03
2011,1,1,8,45,252.08,21.12
2011,1,1,8,50,252.15,21.27
2011,1,1,8,55,252.12,21.330000000000002
2011,1,1,9,0,252.17000000000002,21.25
2011,1,1,9,5,252.01000000000002,21.27
2011,1,1,9,10,251.64000000000001,21.37
2011,1,1,9,15,251.26000000000002,21.54
2011,1,1,9,20,251.01000000000002,21.76
2011,1,1,9,25,250.75,21.86
2011,1,1,9,30,250.74,22
2011,1,1,9,35,250.77,22
2011,1,1,9,40,250.68,21.95
2011,1,1,9,45,250.57,21.92
2011,1,1,9,50,250.41,21.94
2011,1,1,9,55,250.36,21.94
2011,1,1,10,0,250.41,21.93
2011,1,1,10,5,250.51000000000002,21.95
2011,1,1,10,10,250.71,21.94
2011,1,1,10,15,250.91,21.94
2011,1,1,10,20,251.16,21.93
2011,1,1,10,25,251.36,21.86
2011,1,1,10,30,251.55,21.78
2011,1,1,10,35,251.74,21.72
2011,1,1,10,40,252,21.64
2011,1,1,10,45,252.24,21.51
2011,1,1,10,50,252.52,21.41
2011,1,1,10,55,252.9,21.3
2011,1,1,11,0,253.19,21.2
2011,1,1,11,5,253.37,21.14
2011,1,1,11,10,253.5,21.14
2011,1,1,11,15,253.56,21.14
2011,1,1,11,20,253.51000000000002,21.150000000000002
2011,1,1,11,25,253.36,21.17
2011,1,1,11,30,253.20000000000002,21.16
2011,1,1,11,35,253.15,21.150000000000002
2011,1,1,11,40,253.14000000000001,21.11
2011,1,1,11,45,253.20000000000002,21.1
2011,1,1,11,50,253.19,21.12
2011,1,1,11,55,253.07,21.09
2011,1,1,12,0,252.97,21.03
2011,1,1,12,5,252.81,20.97
2011,1,1,12,10,252.64000000000001,20.94
2011,1,1,12,15,252.57,20.95
2011,1,1,12,20,252.56,21
2011,1,1,12,25,252.44,21.11
2011,1,1,12,30,252.48000000000002,21.240000000000002
2011,1,1,12,35,252.64000000000001,21.32
2011,1,1,12,40,252.89000000000001,21.31
2011,1,1,12,45,253.13,21.27
2011,1,1,12,50,253.28,21.2
2011,1,1,12,55,253.24,21.19
2011,1,1,13,0,253.29,21.26
2011,1,1,13,5,253.36,21.400000000000002
2011,1,1,13,10,253.39000000000001,21.53
2011,1,1,13,15,253.51000000000002,21.62
2011,1,1,13,20,253.67000000000002,21.64
2011,1,1,13,25,253.85,21.62
2011,1,1,13,30,253.92000000000002,21.61
2011,1,1,13,35,253.83,21.650000000000002
2011,1,1,13,40,253.75,21.81
2011,1,1,13,45,253.78,22
2011,1,1,13,50,253.87,22.17
2011,1,1,13,55,253.82,22.37
2011,1,1,14,0,253.76000000000002,22.53
2011,1,1,14,5,253.79,22.64
