SiteID,1030127,Site Timezone,-6,Data Timezone,-6,Longitude,-100.907562256,Latitude,36.4236946106
Year,Month,Day,Hour,Minute,wind direction at 100m (deg),wind speed at 100m (m/s)
2011,1,1,0,0,353.76,6.890000000000001
2011,1,1,0,5,351.43,6.55
2011,1,1,0,10,348.3,6.23
2011,1,1,0,15,344.95,6.0200000000000005
2011,1,1,0,20,342.34000000000003,5.92
2011,1,1,0,25,340.88,5.9
2011,1,1,0,30,341.16,5.95
2011,1,1,0,35,343.1,6.09
2011,1,1,0,40,345.94,6.29
2011,1,1,0,45,349.1,6.5600000000000005
2011,1,1,0,50,351.51,6.9
2011,1,1,0,55,352.77,7.25
2011,1,1,1,0,353.24,7.48
2011,1,1,1,5,353.1,7.59
2011,1,1,1,10,352.68,7.63
2011,1,1,1,15,352.42,7.68
2011,1,1,1,20,352.12,7.65
2011,1,1,1,25,351.24,7.55
2011,1,1,1,30,350.29,7.47
2011,1,1,1,35,349.32,7.44
2011,1,1,1,40,348.5,7.390000000000001
2011,1,1,1,45,348.05,7.28
2011,1,1,1,50,347.79,7.18
2011,1,1,1,55,347.79,7.1000000000000005
2011,1,1,2,0,347.94,7.05
2011,1,1,2,5,348.08,6.99
2011,1,1,2,10,348.55,6.9
2011,1,1,2,15,349.13,6.84
2011,1,1,2,20,349.28000000000003,6.78
2011,1,1,2,25,348.82,6.74
2011,1,1,2,30,347.68,6.73
2011,1,1,2,35,346.45,6.7
2011,1,1,2,40,345.57,6.62
2011,1,1,2,45,344.57,6.48
2011,1,1,2,50,343.54,6.3100000000000005
2011,1,1,2,55,342.66,6.13
2011,1,1,3,0,341.51,5.94
2011,1,1,3,5,340.16,5.73
2011,1,1,3,10,338.34000000000003,5.49
2011,1,1,3,15,336.06,5.26
2011,1,1,3,20,333.90000000000003,5.11
2011,1,1,3,25,332.13,5
2011,1,1,3,30,330.97,4.96
2011,1,1,3,35,330.29,4.98
2011,1,1,3,40,329.79,5.08
2011,1,1,3,45,329.68,5.19
2011,1,1,3,50,329.66,5.22
2011,1,1,3,55,328.58,5.22
2011,1,1,4,0,326.43,5.24
2011,1,1,4,5,323.65000000000003,5.3100000000000005
2011,1,1,4,10,320.93,5.36
2011,1,1,4,15,318.98,5.37
2011,1,1,4,20,317.66,5.38
2011,1,1,4,25,316.42,5.41
2011,1,1,4,30,315.73,5.41
2011,1,1,4,35,315.57,5.4
2011,1,1,4,40,315.23,5.42
2011,1,1,4,45,314.31,5.43
2011,1,1,4,50,312.85,5.37
2011,1,1,4,55,310.87,5.29
2011,1,1,5,0,308.73,5.21
2011,1,1,5,5,307.06,5.18
2011,1,1,5,10,306.03000000000003,5.23
2011,1,1,5,15,306.27,5.3100000000000005
2011,1,1,5,20,306.83,5.4
2011,1,1,5,25,306.35,5.48
2011,1,1,5,30,305.22,5.5
2011,1,1,5,35,304.33,5.47
2011,1,1,5,40,304.72,5.45
2011,1,1,5,45,306.40000000000003,5.48
2011,1,1,5,50,308.16,5.5200000000000005
2011,1,1,5,55,309.41,5.55
2011,1,1,6,0,310.18,5.57
2011,1,1,6,5,310.18,5.58
2011,1,1,6,10,309.37,5.64
2011,1,1,6,15,308.78000000000003,5.69
2011,1,1,6,20,308.90000000000003,5.71
2011,1,1,6,25,309.26,5.75
2011,1,1,6,30,310.02,5.7700000000000005
2011,1,1,6,35,311.77,5.7700000000000005
2011,1,1,6,40,312.54,5.79
2011,1,1,6,45,312.93,5.78
2011,1,1,6,50,312.39,5.75
2011,1,1,6,55,311.93,5.72
2011,1,1,7,0,311.39,5.66
2011,1,1,7,5,310.77,5.61
2011,1,1,7,10,309.81,5.58
2011,1,1,7,15,308.51,5.5200000000000005
2011,1,1,7,20,307.87,5.47
2011,1,1,7,25,307.53000000000003,5.43
2011,1,1,7,30,307.53000000000003,5.4
2011,1,1,7,35,306.8,5.39
2011,1,1,7,40,305.72,5.36
2011,1,1,7,45,304.74,5.33
2011,1,1,7,50,303.76,5.3100000000000005
2011,1,1,7,55,302.72,5.29
2011,1,1,8,0,301.89,5.25
2011,1,1,8,5,300.8,5.18
2011,1,1,8,10,300.11,5.0600000000000005
2011,1,1,8,15,300.69,4.94
2011,1,1,8,20,301.57,4.82
2011,1,1,8,25,301.98,4.73
2011,1,1,8,30,302.14,4.66
2011,1,1,8,35,301.7,4.57
2011,1,1,8,40,301.24,4.47
2011,1,1,8,45,300.76,4.37
2011,1,1,8,50,300.61,4.22
2011,1,1,8,55,300.99,4.1
2011,1,1,9,0,301.79,4.04
2011,1,1,9,5,302.46,4
2011,1,1,9,10,301.57,3.97
2011,1,1,9,15,299.82,3.9
2011,1,1,9,20,299.35,3.69
2011,1,1,9,25,299.28000000000003,3.5
2011,1,1,9,30,298.18,3.38
