SiteID,2094064,Site Timezone,-5,Data Timezone,-5,Longitude,-79.3093261719,Latitude,39.1171684265
Year,Month,Day,Hour,Minute,wind direction at 100m (deg),wind speed at 100m (m/s)
2011,1,1,0,0,235.65,11.83
2011,1,1,0,5,235.20000000000002,11.72
2011,1,1,0,10,235.26,11.64
2011,1,1,0,15,235.39000000000001,11.59
2011,1,1,0,20,235.25,11.47
2011,1,1,0,25,234.8,11.47
2011,1,1,0,30,234.58,11.540000000000001
2011,1,1,0,35,234.55,11.57
2011,1,1,0,40,234.55,11.46
2011,1,1,0,45,234.54,11.44
2011,1,1,0,50,234.64000000000001,11.38
2011,1,1,0,55,234.61,11.35
2011,1,1,1,0,234.78,11.22
2011,1,1,1,5,235.04,11.14
2011,1,1,1,10,235.53,11.08
2011,1,1,1,15,235.48000000000002,11.21
2011,1,1,1,20,235.54,11.22
2011,1,1,1,25,235.55,11.25
2011,1,1,1,30,235.49,11.28
2011,1,1,1,35,235.55,11.290000000000001
2011,1,1,1,40,235.87,11.32
2011,1,1,1,45,235.81,11.290000000000001
2011,1,1,1,50,235.37,11.290000000000001
2011,1,1,1,55,234.98000000000002,11.33
2011,1,1,2,0,234.23000000000002,11.43
2011,1,1,2,5,233.6,11.61
2011,1,1,2,10,233.42000000000002,11.67
2011,1,1,2,15,233.14000000000001,11.71
2011,1,1,2,20,232.63,11.75
2011,1,1,2,25,232.24,11.78
2011,1,1,2,30,232.02,11.78
2011,1,1,2,35,231.84,11.77
2011,1,1,2,40,231.3,11.78
2011,1,1,2,45,230.69,11.94
2011,1,1,2,50,230.31,11.98
2011,1,1,2,55,229.95000000000002,12.05
2011,1,1,3,0,229.54,12.22
2011,1,1,3,5,229.31,12.44
2011,1,1,3,10,229.16,12.530000000000001
2011,1,1,3,15,229.20000000000002,12.58
2011,1,1,3,20,228.95000000000002,12.61
2011,1,1,3,25,228.26,12.67
2011,1,1,3,30,227.9,12.75
2011,1,1,3,35,228.02,12.91
2011,1,1,3,40,228,13.09
2011,1,1,3,45,228.04,13.200000000000001
2011,1,1,3,50,228.14000000000001,13.200000000000001
2011,1,1,3,55,228.29,13.22
2011,1,1,4,0,228,13.370000000000001
2011,1,1,4,5,227.46,13.39
2011,1,1,4,10,226.54,13.4
2011,1,1,4,15,225.81,13.61
2011,1,1,4,20,225.38,13.88
2011,1,1,4,25,225.31,13.91
2011,1,1,4,30,225.23000000000002,13.99
2011,1,1,4,35,225.70000000000002,14.040000000000001
2011,1,1,4,40,226.17000000000002,14.06
2011,1,1,4,45,226.41,14.11
2011,1,1,4,50,225.76,13.97
2011,1,1,4,55,225.24,13.93
2011,1,1,5,0,225.75,13.89
2011,1,1,5,5,226.71,13.82
2011,1,1,5,10,226.83,13.67
2011,1,1,5,15,226.27,13.57
2011,1,1,5,20,226.17000000000002,13.5
2011,1,1,5,25,226.01,13.5
2011,1,1,5,30,226.20000000000002,13.58
2011,1,1,5,35,225.84,13.66
2011,1,1,5,40,224.68,13.49
2011,1,1,5,45,222.70000000000002,13.32
2011,1,1,5,50,221.21,13.19
2011,1,1,5,55,220.78,13.06
2011,1,1,6,0,220.9,12.96
2011,1,1,6,5,221.09,12.98
2011,1,1,6,10,220.77,13.23
2011,1,1,6,15,220.64000000000001,13.66
2011,1,1,6,20,220.89000000000001,14.05
2011,1,1,6,25,220.87,14.33
2011,1,1,6,30,221.38,14.620000000000001
2011,1,1,6,35,222.1,14.82
2011,1,1,6,40,222.67000000000002,15.13
2011,1,1,6,45,223.32,15.56
2011,1,1,6,50,224.31,15.83
2011,1,1,6,55,225.03,16.1
2011,1,1,7,0,225.70000000000002,16.25
2011,1,1,7,5,226.36,16.19
2011,1,1,7,10,226.8,15.97
2011,1,1,7,15,227.70000000000002,15.5
2011,1,1,7,20,228.20000000000002,15.46
2011,1,1,7,25,228.64000000000001,15.17
2011,1,1,7,30,229.87,14.55
2011,1,1,7,35,230.37,13.99
2011,1,1,7,40,230.24,13.790000000000001
2011,1,1,7,45,232.65,12.99
2011,1,1,7,50,233.44,12.83
2011,1,1,7,55,231.38,13.290000000000001
2011,1,1,8,0,228.99,13.64
2011,1,1,8,5,227.53,13.620000000000001
2011,1,1,8,10,227.11,13.75
2011,1,1,8,15,226.52,14.290000000000001
2011,1,1,8,20,225.84,14.83
2011,1,1,8,25,225.73000000000002,15.25
2011,1,1,8,30,226.01,15.66
2011,1,1,8,35,226.65,16.04
2011,1,1,8,40,227.20000000000002,16.34
2011,1,1,8,45,227.48000000000002,16.5
2011,1,1,8,50,227.54,16.61
2011,1,1,8,55,227.59,16.8
2011,1,1,9,0,227.84,16.95
2011,1,1,9,5,228.35,16.79
2011,1,1,9,10,229.07,16.7
2011,1,1,9,15,229.64000000000001,16.67
2011,1,1,9,20,229.63,16.57
2011,1,1,9,25,229.21,16.45
2011,1,1,9,30,229.11,16.28
2011,1,1,9,35,229.82,16.38
2011,1,1,9,40,229.68,16.14
2011,1,1,9,45,228.67000000000002,15.74
2011,1,1,9,50,229.04,15.120000000000001
2011,1,1,9,55,230.93,14.64
2011,1,1,10,0,232.20000000000002,14.47
2011,1,1,10,5,231.96,14.59
2011,1,1,10,10,231.6,14.83
2011,1,1,10,15,231.71,15.120000000000001
2011,1,1,10,20,232.94,15.120000000000001
2011,1,1,10,25,233.98000000000002,15.82
2011,1,1,10,30,235.70000000000002,15.91
2011,1,1,10,35,236.38,15.620000000000001
2011,1,1,10,40,237.34,15.450000000000001
2011,1,1,10,45,237.98000000000002,15.290000000000001
2011,1,1,10,50,238.33,15.620000000000001
2011,1,1,10,55,238.81,15.67
2011,1,1,11,0,239.43,15.73
2011,1,1,11,5,240.21,15.59
2011,1,1,11,10,241.23000000000002,15.24
2011,1,1,11,15,241.42000000000002,15.39
2011,1,1,11,20,240.8,15.72
2011,1,1,11,25,240.64000000000001,15.35
2011,1,1,11,30,240.32,15.200000000000001
2011,1,1,11,35,240.62,15.01
2011,1,1,11,40,241.01,14.65
2011,1,1,11,45,241.07,14.3
2011,1,1,11,50,241.34,14.13
2011,1,1,11,55,241.25,14.18
2011,1,1,12,0,241.1,14.32
2011,1,1,12,5,241.24,14.33
2011,1,1,12,10,241.49,14.51
2011,1,1,12,15,241.4,14.72
2011,1,1,12,20,241.72,14.8
2011,1,1,12,25,241.73000000000002,15.02
2011,1,1,12,30,241.89000000000001,15.05
2011,1,1,12,35,242.03,15.3
2011,1,1,12,40,242.64000000000001,15.34
2011,1,1,12,45,242.59,15.13
2011,1,1,12,50,242.91,14.9
2011,1,1,12,55,242.54,14.56
2011,1,1,13,0,242.8,14.22
2011,1,1,13,5,242.94,13.74
2011,1,1,13,10,243.28,13.620000000000001
2011,1,1,13,15,243.28,13.91
2011,1,1,13,20,242.96,14.39
2011,1,1,13,25,242.92000000000002,14.84
2011,1,1,13,30,242.74,15.26
2011,1,1,13,35,242.86,14.99
2011,1,1,13,40,243.62,14.59
2011,1,1,13,45,243.67000000000002,14.4
2011,1,1,13,50,243.38,14.07
2011,1,1,13,55,241.12,14.15
2011,1,1,14,0,239.20000000000002,14.22
2011,1,1,14,5,237.70000000000002,14.42
2011,1,1,14,10,236.45000000000002,14.41
2011,1,1,14,15,235.81,14.14
2011,1,1,14,20,235.88,14.15
2011,1,1,14,25,237.06,14.52
2011,1,1,14,30,236.92000000000002,14.700000000000001
2011,1,1,14,35,237.23000000000002,14.55
2011,1,1,14,40,237.38,14.56
2011,1,1,14,45,237.34,14.47
2011,1,1,14,50,238,14.540000000000001
2011,1,1,14,55,237.15,15.25
2011,1,1,15,0,236.08,16.15
2011,1,1,15,5,234.78,16.86
2011,1,1,15,10,233.92000000000002,17
2011,1,1,15,15,233.63,16.9
2011,1,1,15,20,233.85,16.82
2011,1,1,15,25,234.11,16.8
2011,1,1,15,30,234.07,16.9
2011,1,1,15,35,234.16,16.990000000000002
2011,1,1,15,40,234.03,16.9
2011,1,1,15,45,233.68,16.93
2011,1,1,15,50,232.8,16.91
2011,1,1,15,55,232.01,16.77
2011,1,1,16,0,231.72,16.09
2011,1,1,16,5,232.59,15.52
2011,1,1,16,10,233.25,15.77
2011,1,1,16,15,234.37,15.85
2011,1,1,16,20,235.36,15.84
2011,1,1,16,25,235.18,15.74
2011,1,1,16,30,234.41,15.69
2011,1,1,16,35,234.11,15.73
2011,1,1,16,40,234.17000000000002,15.780000000000001
2011,1,1,16,45,234.14000000000001,15.85
2011,1,1,16,50,233.91,15.98
2011,1,1,16,55,233.98000000000002,16.06
2011,1,1,17,0,234.11,16.080000000000002
2011,1,1,17,5,234.11,16.06
2011,1,1,17,10,234.32,16.03
2011,1,1,17,15,234.62,15.96
2011,1,1,17,20,234.65,15.89
2011,1,1,17,25,234.91,15.81
2011,1,1,17,30,234.94,15.700000000000001
2011,1,1,17,35,235.11,15.52
2011,1,1,17,40,235.66,15.44
2011,1,1,17,45,236.24,15.49
2011,1,1,17,50,236.65,15.67
2011,1,1,17,55,237.32,15.89
2011,1,1,18,0,238.27,16.18
2011,1,1,18,5,239,16.47
2011,1,1,18,10,239.51,16.6
2011,1,1,18,15,239.87,16.59
2011,1,1,18,20,240.47,16.56
2011,1,1,18,25,240.93,16.59
2011,1,1,18,30,240.95000000000002,16.72
2011,1,1,18,35,240.89000000000001,16.86
2011,1,1,18,40,240.79,16.91
2011,1,1,18,45,240.84,16.990000000000002
2011,1,1,18,50,240.83,17
2011,1,1,18,55,240.77,17.03
2011,1,1,19,0,240.64000000000001,17.1
2011,1,1,19,5,240.56,17.34
2011,1,1,19,10,240.66,17.72
2011,1,1,19,15,241.13,18.11
2011,1,1,19,20,241.70000000000002,18.56
2011,1,1,19,25,242.24,18.89
2011,1,1,19,30,242.83,19.03
2011,1,1,19,35,243.21,19.04
2011,1,1,19,40,243.56,19.07
2011,1,1,19,45,243.70000000000002,19.080000000000002
2011,1,1,19,50,243.76,19.11
2011,1,1,19,55,243.84,19.16
2011,1,1,20,0,243.91,19.06
